,id,admiration, amusement, anger, annoyance, approval, caring, confusion, curiosity, desire, disappointment, disapproval, disgust, embarrassment, excitement, fear, gratitude, grief, joy, love, nervousness, optimism, pride, realization, relief,remorse, sadness, surprise, neutral, bad_string,tag_agreement,string,target_string,top_tag,total_tags
908,16083198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,o it can be heard on Spotify a podcast and many more you can make money from your podcast with no minimum listenership everything you need to make a podcast and one place download the free anchor app or go to Anchor dot f m-- to get started.-- Let me explain it's free. There's creation tools that allow you to record and edit your podcast right from your phone or your computer and anchor will distribute your podcast for you.<b> So it can be heard on Spotify a podcast and many more you can make money from your podcast with no minimum listenership everything you need to make a podcast and one place download the free anchor app or go to Anchor dot f m-- to get started.</b> So this is another excuse me.--16083198., So it can be heard on Spotify a podcast and many more you can make money from your podcast with no minimum listenership everything you need to make a podcast and one place download the free anchor app or go to Anchor dot f m-- to get started., neutral,1
315,2968669,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,"--And yeah, then things just started unfold from their decided one of these things that came up in the Stillness in the thinking time was yeah. <b> How can I express that and make money kind of follow the Tim Ferriss Model A little bit and from that I realized what like writing I I might be good at I'm not sharing God's you're in school doing it. </b>  And so I started to try to look for some work online doing copywriting and that led me down the path of the agency World marketing getting interested in design and branding and yeah, so you found this job online somewhere.--2968669", How can I express that and make money kind of follow the Tim Ferriss Model A little bit and from that I realized what like writing I I might be good at I'm not sharing God's you're in school doing it. , realization,1
711,11456494,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,"--It was great to have someone to talk to about my faith with it's also fun to teach her what I know answer her questions and drag her down to our local Herb Shop. <b> I didn't know how we'd been dating for two years by that point and he thought I was Christian like my Ali and I was too scared to tell him otherwise, but when Myra told him she'd found a new religion I panicked I was so mad that she told him before I got the chance to explain it all and Bell was pretty upset that I didn't tell him myself but he calmed down and wanted to just know more about it. </b>  He didn't convert and I don't think he ever will but he understands how Wicked called me the way it does in the past year.--11456494"," I didn't know how we'd been dating for two years by that point and he thought I was Christian like my Ali and I was too scared to tell him otherwise, but when Myra told him she'd found a new religion I panicked I was so mad that she told him before I got the chance to explain it all and Bell was pretty upset that I didn't tell him myself but he calmed down and wanted to just know more about it. ",remorse,3
66,3350435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,-Riding the bus ride and she came and crashed my shit my whole shit. <b> I was in school. </b> I want you to think I was a bum. I was in school.--3350435, I was in school. , neutral,1
436,5059130,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,"So she has to go investigate.-- I know she gets all like just tell me if you need something and was like, yeah, I didn't do that. Yes, it's like looking because she notices the little Footprints leading up to the stairs.<b> So she has to go investigate.</b> Yeah, I would have been like I'm absolutely done with this crap.--5059130.0", So she has to go investigate., curiosity,3
36,8744589,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"A lot of people don't know this.-- Number if you if you want to talk to him call him and you know, I wasn't going to and I grew up a Penn State fan my whole life and I went to I couldn't tell you how many games and say college. I you know, I loved it and the coach Paterno area or era.<b> A lot of people don't know this.</b> The reason I wear number seven is because exact males who was a left-handed quarterback at Penn State, you know, when I was growing up, so my first ever college football game was a closed and left-handed quarterback.--8744589.0", A lot of people don't know this., disapproval,1
1519,31517981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,"--And so the future is bright and you can definitely make so make a lot of money going forward. <b> Well, I mean for every you know Zion, hopefully we're you know, let's say someone established like LeBron. </b> There's also a Darko or you know, someone who just was a total flop and you know, you can hit big and you can also lose your rear end. So I like cards, you know, it's one of my passions but you've got to be careful and you got to know what you're doing.--31517981"," Well, I mean for every you know Zion, hopefully we're you know, let's say someone established like LeBron. ", optimism,1
282,34041336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,"--And what she has to offer. <b> And if you want to schedule an appointment with Stephanie, you can do that also at discrete online counseling. </b> com, which will also be linked in the show notes. Thank you guys for listening.--34041336"," And if you want to schedule an appointment with Stephanie, you can do that also at discrete online counseling. ", realization,1
619,9608329,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1, need them on the daily basis.-- Dude enough to give an opinion on absolutely nothing here. I am can't wait because we need all of your opinions.<b> I need them on the daily basis.</b> You're welcome because we have a professional person this time to disk and a little bit of a scammer to number one skin.--9608329., I need them on the daily basis., desire,1
70,20968522,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"There's all these cool pedals.-- I mean maybe even thousands of them where you step on it and it makes your guitar sound different. So there's Distortion which is like did you like, you know, like Blink-182 and all that stuff and there's clean petals.<b> There's all these cool pedals.</b> It gives your guitar crazy Reverb, but I got it I got--20968522.0", There's all these cool pedals., joy,1
1340,26838062,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,"-- <b> And if you haven't heard of anchors the easiest way to make podcasts, let me explain it's free. </b> They're created tools that allow you to record and edit your podcasts right from your phone or computer anchor will distribute your podcasts for you. So it can be heard on Spotify Apple podcast and many more.--26838062"," And if you haven't heard of anchors the easiest way to make podcasts, let me explain it's free. ", approval,2
1607,33895761,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1, mean every one of us we're shaking because we can't believe it.-- It's like the end and very often is one of the big ones but not always The end and it seems like we had a perfect Mark a perfect day the perfect place experiencing the perfect scenario and these things end and we're shaking.<b> I mean every one of us we're shaking because we can't believe it.</b> Not that the trick works.--33895761., I mean every one of us we're shaking because we can't believe it., fear,1
1384,27924817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,"--What am I going to do with that and you're like like they're looking at it like thinking it's the cutest greatest gift ever when really all I wanted was like FIFA FIFA. <b> Yeah, like that's what I need and Necessities you need in life socks jocks, basically what you get for Christmas. </b> I don't need a collage of pictures of our Shit because it's on your phone.--27924817"," Yeah, like that's what I need and Necessities you need in life socks jocks, basically what you get for Christmas. ", neutral,2
634,9830287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1, couldn't get out the words completely.-- She was dying and worried about me. I told her through tears that it was okay to die.<b> I couldn't get out the words completely.</b> I just said you are really suffering aren't you?--9830287., I couldn't get out the words completely.,remorse,1
1427,29112669,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,"--Oh, you got it. <b> All right, go ahead. </b> I was just saying it's not know. You know what now?--29112669"," All right, go ahead. ", neutral,2
